,text,score
1023,"#MalalaYousafzai and Amanda Bynes are both trending. Young women, here are two role models. Choose wisely.",4242
1024,Even I have no idea where Kim Jong Un is. It's freaking Me out.,5642
1025,“School shootings”. “Mall shootings.” “Workplace shootings”. “Missouri racist cop shootings”. Only America has shooting subgenres. #16times,8435
1026,"Scientists have discovered Indonesian cave paintings that are 40,000 years old. To put that in perspective, the universe is 6,000 years old.",13428
1027,Today is the first day of the rest of your life and it’s already gone to shit.,4345
1028,"All NFL players are wearing pink for Breast Cancer Awareness Month. Because when you think of women's well-being, you think #NFL.",8878
1029,You people are some of the worst people in the history of people.,5203
1030,"""YOU WANT A PIECE OF ME?!?"" - Jesus, The Last Supper.",6508
1031,"If someone slaps you on one cheek, turn to him the other, but then at the last minute duck your head and kick him in the nuts.",6262
1032,"Due to human activity the Earth has lost more than half its wildlife in the last 40 years. To put that in perspective, weep uncontrollably.",5802
1033,Always remember that I have a plan for you. I call it “Operation Shitstorm”.,5120
1034,"The best thing the human race could do for the planet, by far, is die. #fact",5533
1035,"I don't call your name when I'm forging new stars from nebulae, so please don't call Mine when you're fucking.",5265
1036,Twitter is a way of talking to yourself to other people.,6537
1037,This #ModiAtMadison is the best speech I've heard an Indian make at a famous arena since #BrahmaAtBudokan!,3635
1038,Admission to heaven is 90% based on spelling and grammar.,9795
1039,The second you retweet this you will go to hell.,4298
1040,"Please retweet this, because it's perfect. It's exactly how human beings should live their lives. http://t.co/AXW7LjHLc5",7987
1041,Enough with the friggin' ice buckets already.,5968
1042,"Humanity, instead of focusing on the things that make you all different, try focusing on the things that make you all idiots.",5260
1043,Alright everybody just take a deep breath and chill the fuck out right now.,4542
1044,"I wish I'd had room to outlaw rape in the Ten Commandments, but obviously working on Saturday and neighborhood donkey-coveting had priority.",10327
1045,It may be time for the United States to withdraw from Missouri.,4760
1046,I'm pretty sure that if Jesus returned to earth he'd be picketed by the Westboro Baptist Church.,6421
1047,"When a sentence begins ""The unarmed black man was"" and ends with ""at least six times"", the verb in the middle is usually not ""hugged"".",8973
1048,Next time I'm making everybody purple.,10074
1049,"Never in the infinite years of My existence have I walked around carrying a sign reading ""I Hate Fags"".",7151
1050,Celebrity dumping an ice bucket on himself to raise money? Cute. Humanity dumping an ice cap on itself to raise sea levels? HILARIOUS.,6109
1051,"There's no greater proof that someone led a noble, worthy life than having his funeral picketed by the Westboro Baptist Church.",11021
1052,"No matter how difficult it looks, no matter how impossible the challenge seems, if you believe you have God on your side, that’s nice.",4677
1053,"If you take yourself very seriously, the grand total of people who take you very seriously will be one.",5343
1054,Most of you are why the rest of you have no faith in any or all of you.,4180
1055,MOST COMMON PRAYERS10 Pony 9 Sports win8 Lottery win7 Boss’ death 6 Own death5 Bae4 A+3 Bigger boobs2 Bigger penis 1 Gosling,5590
1056,In America everybody is innocent until proven guilty and/or repeatedly shot.,6911
1057,"Remember good news? Man, that takes Me back.",4596
1058,It's always the small minority of people who are total assholes that ruin it for the vast majority of people who are only partial assholes.,5540
1059,"The more I read about Robin Williams, the angrier at Me I get.",5756
1060,"The rise and fall of My son Justin Bieber, told in Biblical style. it's ""The Book of Bieb"". http://t.co/1zGZimj3kI",640
1061,Here's a fitting and inspiring remembrance from @PFTompkins. http://t.co/WwZVOnV5zt,1249
1062,I giveth and I taketh away and it suckeths.,4766
1063,I really don't make it easy to believe in Me.,4802
1064,I am unfair and cruel and random and mean and I take the very best. #RIPRobinWilliams,12717
1065,"It's ""What to Expect When You're Expected: A Fetus's Guide to the First Three Trimesters!"" On sale now!http://t.co/MPkhPxL6yx",452
1066,Congratulations to Smriti Irani on graduating from Yale in the exact same amount of time it took Me to create the world.,5504
1067,The Teen Choice Awards are an annual reminder of why teenagers should never be trusted to make any kind of decision whatsoever. #TCAs2014,5703
1068,"Anyone who wants to contact Me must go through My lowly, sniveling secretary @davidjaverbaum, 'cause as you well know, I won't answer you.",538
1069,"The reason I don’t approve of masturbation is that the one time I did it, it led to all of you.",9496
1070,"If it’s any consolation, the nine quintillion other universes I oversee are all going to shit too.",5254
1071,#FeministsAreUgly is trending. Why? Because #MenAreAssholes.,5892
1072,"""I am the way and the truth and the life and the muthafuckin' shizznit."" (Snoop 4:20).",4939
1073,Texas Republicans are arguing that marriage equality could lead to incest. You know what DEFINITELY leads to incest? Creating Adam and Eve.,7790
1074,Food and clean water are so awesome I sometimes think everybody should have them.,4956
1075,"Seriously, how awesome are boobs? Give it up for Me on that one. Even gay guys have to admit they're pretty awesome.",6099
1076,"""Why did you give women periods?"" Because I didn't think men could handle them.",5884
1077,"When AIDS first broke out people said I was punishing gays. By that logic, I’m using Ebola to punish poor Africans and rescue workers.",3897
1078,"Mo' money, mo' problems. No money, many, many mo' problems.",4174
1079,"If you're happy and you know it, don't read the newspaper.",7229
1080,In an ideal world the unit of time used to measure the length of a ceasefire would not be hours.,4918
1081,"""...she lusted after her lovers whose genitals were as those of donkeys and whose emission was as that of horses."" Ezekiel 23:20. Seriously.",4645
1082,NOT-TO-DO LISTEnd hungerStop warCure sick childrenMake life fairProve own existenceUsher in new era of brotherhoodStop Sarah Palin,7869
1083,People ask Me what I think about the discovery of the God particle. I answered that question in an essay 2 years ago. http://t.co/j7yO2Yzsrs,824
1084,I prefer My Twitter followers to My real followers because in general they tend to kill less.,12741
1085,Attention world: #facebookdown. Please remain calm and do not attempt to interact with human beings.,6371
1086,"You may retweet all the tweets in My timeline except for this one, for it is forbidden.",4626
1087,I like some groups of people more than other groups of people but I’m not going to tell you who is who so you’ll have to fight it out.,4563
1088,Middle East = CtrlUkraine = AltEbola = Del,4066
1089,"“In God We Trust,” and there’s your problem.",6146
1090,I need to be constantly told how great I am because even though I am omnipotent and omniscient I am emotionally needy. #NotInconsistent,5167
1091,EARTH 2.0World peaceNo mosquitoesMarijuana rainforestsBeerstormsGlobal A/CEndless fields of puppiesPresident ColbertMe-lessness,13160
1092,I think I should start over again.,4975
1093,All this killing in My name makes Me feel very loved.,8260
1094,"Note to Self: Next time, no Middle East.",14302
1095,"I created the universe. I created the television show “No, You Shut Up”. The latter is much better. Check it out: http://t.co/IOuKJH5UKv",275
1096,I’m mad at planes.,4259
1097,The accidentally killed are just as dead as the intentionally killed.,5001
1098,"You shouldn’t live your life in fear of what others will think of you because believe Me, they already think you’re an idiot.",4693
1099,"Wow, England, you sure stole a lot of countries! #glasgow2014",4446
1100,"What happens after you die? I could tell you, but then I'd have to kill you.",5743
1101,"I don't even know anymore, man.",3817
1102,"Retweeting this will help you lose weight, add muscle, restore thinning hair, improve your libido and add years to your life.",5029
1103,"When negative thoughts overtake you, try using drugs or alcohol as a crutch.",5137
1104,"If you buy one comedy album about America whose fifth track has lyrics by Me (hence the title!), make it this one: http://t.co/WbkKtiwhae",128
1105,Good job Israel. Those dozens of dead Palestinian children are no longer a threat.,12353
1106,I have absolutely no plan for your life.,6401
1107,Before I created the universe I practiced on Minecraft.,6492
1108,"Congratulations, masturbators! http://t.co/fNb1and2B0",7176
1109,"Don't waste time thinking about what's wrong with you. Instead, focus on what's wrong with other people.",5035
1110,"Why can't you all just get along? Oh yeah, Me.",10277
1111,When I made you in My image I was going through a period of extremely low self-esteem.,7249
1112,"Wouldn't that be a cool twist if World War 3 turned out to be a U.S.-Russia thing after all? ""So retro!"", you'd think as you were vaporized.",4519
1113,Tweeting #PrayForMH17 is even less effective and more self-congratulatory than actually praying for MH17.,3966
1114,It's really incredible how many of you are total stupid asses.,4834
1115,Shit happens. But people make it happen much faster.,4058
1116,Apparently I have something against Malaysia Airlines.,5469
1117,"Congratulations to @TonyAbbottMHR and Australia on repealing the #carbontax, thus bringing humanity one step closer to defeating the Earth.",5256
1118,"If this gets 10,000 retweets I'll make masturbation not a sin anymore.",12956
1119,"RELIGIONS, RANKED BY TRUTH1. Yours2. All others",6538
1120,"When Jesus said ""Love thy neighbor"", the ""when it's politically convenient and they look like you"" was implied.",5700
1121,The problem in general terms is that people suck.,3898
1122,The Old Testament. The New Testament. The Koran. I regret all of them. This is the only book you need: http://t.co/kp7iSwJCoG,740
1123,"Please retweet this to raise awareness that as of today there are 100,000 verified Twitter accounts and I am not one of them, Me-dammit.",3553
1124,Life is a joke. Try to be in on it.,6170
1125,"Dammit, just missed. http://t.co/eaWLn3I5Zv",18946
1126,Everything sucks and nothing will change and you’re all going to die and it’s Monday.,4932
1127,"Sorry, Argentina. I like @Pontifex, but Angela Merkel scares the shit out of Me. #WorldCupFinal",11188
1128,"I'm taking this game to penalties because that's when I get the most urgent, most desperate, juiciest prayers. #yum #WorldCupFinal",8764
1129,I have a friendly wager with @Pontifex and Benedict on the game. The Pope from the winning country gets canonized. The loser goes to hell.,3702
1130,"You should try to stop with all the killing, maybe.",4427
1131,#PrayForGaza? #PrayForIsrael? Prayer is exactly what caused the whole mess to begin with. #PrayForNoMorePrayer,14983
1132,"I, on the other hand, am never returning to Cleveland.",4720
1133,It's much more fun to talk about sports than everything else in the world because everything else in the world pretty much sucks.,3723
1134,The Bible was originally written in Comic Sans.,5456
1135,"Even I'm uncomfortable with what Israel is doing in Gaza, and I'm Jewish.",8274
1136,Stupidity is always trending.,4288
1137,I’m launching a new universe on Kickstarter.,5839
1138,"You're welcome, @Pontifex. Now end all the child abuse in your church. #WorldCup",3772
1139,"My prediction for the Argentina-Netherlands game: somehow, Germany wins. #WorldCup",5866
1140,The destruction of the Amazon is complete. #WorldCup,4278
1141,"Stop praying to Me, Brazil. Even I can't help you now. #WorldCup",35047
1142,What is going on? What is going on? What is going on? What is going on? What is going on? What is going on? #WorldCup2014,4972
1143,I kill millions of children every year and billions of you worship Me anyway. Isn't that odd? I find that odd.,7394
1144,"If you think most people are assholes you're right, but remember: chances are you're most people too.",4289
1145,I wanted Federer too. But I’m not as influential as I used to be.,5552
1146,That was Me. I want Costa Rica. #WorldCup,8606
1147,DID YOU KNOW?: The man who wrote the Declaration of Independence owned dozens of people who could not declare independence. #4thofJuly,5434
1148,Germany vs France prediction: millions will die. Just based on history. #WorldCup,6227
1149,Mosquitos are My way of telling you you’re delicious.,7022
1150,"It's #4thofJuly2014 Eve. Be sure to leave milk and cookies out for Uncle Sam! Milk and cookies, and an assault rifle.",3504
1151,I apologize to @sachin_rt for Maria Sharapova’s ignorance. From one God to another.,5694
1152,"Retweet this if sometimes at night, as you lay in bed, the demons of doubt creep in, and the meaninglessness of it all fills you with dread.",3926
1153,"The show I created for @ThisIsFusion now has its own Twitter account. Follow @NoYouShutUp, good tweeple. (And @PFTompkins too.)",121
1154,"Check out the new album of comedy songs about America, ""2776"". Track 5 has lyrics by Me, vocals by @pattonoswalt! http://t.co/Kxd3BRT7Pi",136
1155,"If it violates your religious beliefs to provide employees with birth control, just tell them God would prefer they go fuck themselves.",4711
1156,"If you wanted America to win, maybe you should have rooted for them better, or worn your lucky hat, or prayed more. It’s your fault. #USA",4467
1157,"Oh yeah, I was supposed to bless America.#USAvsBEL #WorldCup2014",3433
1158,Now accepting prayers.#USAvsBEL #WorldCup2014,4131
1159,"Jesus saves, but @TimHowardGK does it better.#USAvsBEL #WorldCup2014",6436
1160,McDonald's is an official sponsor of the World Cup. And also world obesity.,4222
1161,¿Por qué soy tan cruel? #WorldCup,4900
1162,"I'm getting a lot of prayers rising from Mexico, and a lot of pot smoke rising from the Netherlands. Advantage: Dutch. #MEXvsNED #WorldCup",4916
1163,Retweet this for a free fart in church.,3213
1164,"I am cruel, cruel, cruel. #BRAvsCHI",5797
1165,I've just decided that mankind's ultimate salvation or damnation will be decided on penalty kicks. #WorldCup2014,4182
1166,I know it's My job to forgive everybody but sometimes they just don't fucking deserve it.,4394
1167,"Ann Coulter’s column about how soccer is an example of the decay of America, is an example of the decay of America. http://t.co/nxbNxddNFG",6263
1168,It amazes Me that the same people who doubt that I can be on Twitter have no trouble believing Jesus is on a piece of French toast.,9720
1169,Overwhelming scientific evidence suggests a startling number of people are capable of ignoring overwhelming scientific evidence.,9276
1170,Antarctica is melting and there's no way to stop it and it's your fault and it's a catastrophe beyond comprehension. Just FYI.,3828
1171,If you retweet this something will happen. Just watch.,2655
1172,I was there when your mother conceived you. In fact she was calling My name. #awwwyeah,5341
1173,"Sorry, Liverpool. As usual, I'm letting you walk alone.",4852
1174,"If I didn't mean for some people to be gay, I wouldn't have made cock so delicious.",6020
1175,"An openly gay man joins the NFL, a Southern state issues same-sex marriage licenses and a drag queen wins Eurovision. #mostfabulousdayever",10451
1176,Congratulations to @MikeSamFootball on being the first openly professional football player in the gay community.,5520
1177,People tend to greatly underestimate the frequency with which they should shut up.,4036
1178,I just don't like Cleveland sports.,3405
1179,"Retweet this and you'll get three wishes!(They won't come true or anything, but still: three wishes!)",3033
1180,"Hey you stupid evil crazy backwards thuggish cowardly horrible bastards, #BringBackOurGirls.",3722
1181,I support the separation of church and reality.,6355
1182,"The less you know, the more you think you do.",4014
1183,"If the God of your universe commands you to sell schoolchildren into slavery, consider moving to another universe.",5915
1184,Multitasking is the first step towards multifailing.,4200
1185,"Everyone in ""Star Wars"".Everyone in ""The Muppets"".Everyone in ""Game of Thrones"".This is now the first tweet with over 140 characters.",6204
1186,The key to successful prayer is to ask for something that would have happened anyway.,5211
1187,"How could Oklahoma botch an execution? If there’s one thing I would expect Americans to know how to do by now, it’s kill somebody.",3963
1188,"Always remember: no matter what happens, I don't care.",5110
1189,Mississippi could soon be the first state without an abortion clinic. That means more Mississippians would be born. You can see the problem.,5575
1190,I strongly dislike most of you.,4173
1191,Retweet this for a complimentary drink at the bar. (Just show the bartender and tell him God said to give one to you.),4344
1192,"Dress for the job you want, not the job you have. In many cases this will mean showing up to the interview in a pirate suit.",3974
1193,One of these days someone will start a religion based on the things Jesus actually said in the Bible.,5476
1194,A racist NBA owner makes about as much sense as a homophobic theater producer.,5172
1195,"Don't let anyone call you an underachiever. If they knew you, they'd understand how amazing it is that you've managed to achieve anything.",4454
1196,"Happy Earth Day to you.Happy Earth Day to you. Happy Earth Day, dear planet we’re destroying.Happy Earth Day to you.",4614
1197,No one ever gives the planet what it really wants for Earth Day: all of you dead.,4475
1198,Retweet this and nothing will change.,3451
1199,Jesus’s motto was YOLT.,4684
1200,The odds of Jesus coming a second time are about the same as those of ANY man coming a second time. #amirightladies,6294
1201,“And he shall rise from the dead on the day of the sweet-smoking plant.” Mary 4:20.,3351
1202,THE NEW 10 COMMANDMENTS1 Laugh. 2 Read.3 Say please.4 Floss.5 Doubt.6 Exercise.7 Learn.8 Don't hate.9 Cut the bullshit. 10 Chill.,40096
1203,Jesus was the only man to return from the dead and not eat brains.,5560
1204,Death is a lifetime achievement award.,3463
1205,Thinking about ending the world this weekend so I can skip work on Monday.,3403
1206,"Everything happens for a reason, and the reason is I'm not very good at My job.",3254
1207,"Easter falls on 4/20. Truly, he is resin.",4620
1208,There is no practical distinction between the comments section of a web page and the depths of hell.,4256
1209,If you don't want Me watching you have sex then don't call My name.,5302
1210,SPOILER ALERT: You're going to hell.,5598
1211,Prayer is ritualized whining.,3396
1212,"Today, in honor of Palm Sunday, masturbate.",3698
1213,Instagram is working again. Please resume your staggering visual egotism.,3389
1214,"The question is not ""Why is Instagram not working?"", but ""Why does the world need another picture of you?""   #instagramnotworking",5301
1215,Dammit. I wanted Stephen Colbert to replace Me.,3491
1216,The first step in religion is admitting other people have a problem.,4205
1217,"Man, people are really fucking stupid.",4387
1218,"If you find yourself unable to watch #GameOfThrones and are craving some blood and guts, may I recommend opening your Bible?",4201
1219,"Jesus said ""Love your enemies"", which sounds nice until you remember what a bunch of dicks your enemies are.",4111
1220,I love judging people.,3964
1221,"Seeing is believing. Except in religion, where the opposite is true.",4792
1222,"Women. Can't live with 'em, can't rape 'em without paying their father 50 pieces of silver and then marrying them (Deuteronomy 22:28-29).",3883
1223,I am the King of the Universe and I have a son and he occasionally appears on grilled-cheese sandwiches. #yup,3431
1224,Worst universe ever.,3888
1225,#PrayForChile. Or help them. One or the other.,6410
1226,It's April 1 and when you die you're all going to heaven.,4459
1227,YOU ARE DESTROYING YOUR PLANET. Sorry for the all caps. But soon you will have no caps.,4319
1228,"Mankind is stuck in a perpetual game of ""Stop hitting yourself.""",3557
1229,I spend about two-thirds of My time deciding the outcome of sporting events.,4708
1230,"The religious groups questioning the ""accuracy"" of #Noah deserve to drown in a flood of irony.",5305
1231,The Bible is 100% accurate. Especially when thrown at close range.,23273
1232,Just saw #Noah. Now I'm all nostalgic.,7777
1233,Gay marriage is now legal in the UK. I now pronounce you nation and 21st century.,7030
1234,"There is no aspect of climate change that isn't ultimately reversible, as soon as you're all dead.",2635
1235,"At what point does ""not finding debris"" cease being breaking news?",2816
1236,Once upon a time I killed everybody on earth except the man most worthy to live: an obsessive-compulsive animal hoarder who heard voices.,5517
1237,"""I'm not racist but..."" = I'm racist.",4926
1238,Well I don't believe in you either.,7116
1239,"Wherever the plane is, it took the last shred of CNN's credibility with it.",4476
1240,"Only he who has walked through the deepest valley knows how other valleys of lesser depth are relatively more walk-throughable, valley-wise.",10105
1241,Lord have Mercer!,2798
1242,"""OW!!!! OW OW OW OW OW OW OW!!! OWWWWWWWW!"" - Fred Phelps, March 20, 2014",3148
1243,"Hi, Fred Phelps! Bye, Fred Phelps! *opens trapdoor*",6748
1244,"The good news is, Tony Abbott says Australia may have spotted two pieces of the plane. The bad news is, Tony Abbott says a lot of things.",2972
1245,"""Knock knock.""""Who's there?""""Vladimir Putin.""""Vladimir Putin wh-- hey, get the hell out of my house you bastard!""",3121
1246,Any similarity between life and fairness is purely accidental.,3776
1247,This plane thing has Me beat.,2948
1248,The best argument creationists can make against evolution is themselves.,4702
1249,"On sale now, the e-book of the Bieb-book. The Book of Bieb: The Greatest Story Ever Tweeted. http://t.co/w94fcX08XA",272
1250,"Good morning, California! That was Me.",28690
1251,"I was going to make E just equal mc but then I thought, ""Oh, let's go nuts.""",5576
1252,I like Big Bangs and I cannot lie.,5177
1253,"Fred Phelps, I'll see you soon. Kidding! I won't be seeing you.",3605
1254,"Pre-order the e-book that cost Me 31,000 followers! #TheBookOfBieb, available at Amazon starting Monday. http://t.co/DblEEvXNaO",600
1255,I don't know where the plane is either.,8652
1256,You are remarkably unimportant.,2614
1257,I am pleased to announce that I have been re-elected God with 100% of the vote.,3590
1258,I shut down Twitter and I can shut you down too.,3052
1259,I need to be praised and acknowledged constantly because although I am omnipotent I am extremely insecure.,4718
1260,"Swearing to tell the truth, the whole truth and nothing but the truth ON A BIBLE is one of the great ironies of life.",11328
1261,If caring is a crime I'm innocent.,3041
1262,"'Twas the day before Lent, and when it was done, not a creature was sober, not even a nun.",2730
1263,To you it's creationism. To Me it's fan fiction.,4036
1264,When I made Lebron James I was in the zone.,6827
1265,YES! YOU'RE WELCOME MATTHEW!,13966
1266,How dare all these people win awards for Gravity?!? I CREATED GRAVITY!,11202
1267,"If you were counting at home, there were five women in that heroes' montage. And about 100 guys.",2416
1268,I got angry no one was thanking Me so I broke Twitter.,4273
1269,Please retweet this tweet telling you not to retweet Ellen's tweet.,3614
1270,My choice for Best Picture. http://t.co/EBBmYiskFv,4120
1271,I think you should see other gods.,3007
1272,Too many people use real life as a way to escape Twitter.,3505
1273,"Ah, the looming threat of war between Russia and the United States. Really takes you back.",2786
1274,I apologize to a tiny minority of you for the vast majority of you.,4388
1275,Many people go their whole lives without realizing they're stupid.,3740
1276,"In two totally different senses, gay men, and the people who persecute them, are fucking assholes.",4594
1277,Jesus tried Crossfit once. He didn't like it.,3576
1278,"Taco Bell is adding a burrito wrapped in a quesadilla to its menu, which means I'll be meeting a lot more of you very soon.",3731
1279,My last name is Zilla.,7555
1280,Give a man a fish and he'll eat for a day. Sell a man a fish and he'll eat for a day and you'll make some money.,3027
1281,There are a lot of you Jesus regrets dying for.,4217
1282,I support traditional marriage between a man and one of his own ribs.,4285
1283,"Overwhelming inarguable scientific evidence is no match for a guy who ""just knows"".",4918
1284,The last five people left after climate change kills everyone will form a panel to investigate whether climate change is real.,4080
1285,"Harold Ramis, dead at 69. Exhibit #984,225,642,095,423 in the case that I'm an asshole.",3170
1286,"For Me human history has been like some horrible children's piano recital I've been sitting through for 10,000 years.",3315
1287,You are all literally homos.,3487
1288,Jesus had a gold sippy cup too. #grail,2264
1289,That @johnlegend has got some serious Me-given talent.,1800
1290,"I am ready for a night that truly honors the very best in music, but until then the Grammys will have to do.",1800
1291,So excited for the #Grammys! Can't wait to see today's top music acts thank the shit out of Me!,2290
1292,Winner: Wawrinka. Champion: Rafa.,1734
1293,Death is a once-in-a-lifetime opportunity.,2552
1294,"I've gone unverified for 5,000 years.Why change now?",2579
1295,Always remember: I don’t care.,3032
1296,"Listen, a lot of former child stars go through tough times. Look at Jesus.",2162
1297,"The Bieber they are, the harder they fall.",2412
1298,"Right now the Ukraine is tearing itself apart, and I know I should care, but honestly, My heart's in Miami right now. #FreeBieber",2929
1299,"Before you rush to judge Justin Bieber, take a minute to laugh very hard.",7200
1300,"DUI and drag racing? Not only is Justin Bieber in trouble, he's in trouble in the 1950's.",2502
1301,If ignorance is bliss why is the world so unhappy?,3891
1302,If you retweet this you will go to hell.,3711
1303,Listen I don't have time to tell you why but you have to retweet this. There are thousands of lives at stake.,1524
1304,I'm through being your sneeze bitch.,2111
1305,I like hardly any of you.,1955
1306,The Kardashians should not be kept up with.,4516
1307,I don't think you exist.,2807
1308,"By the way Seattle, the Bible had a 12th Man too. His name was Judas.",2968
1309,"Peyton 26, Satan 16. Good defeats evil. I am the Lord thy God.",3072
1310,Don't slaughter dolphins you sick awful motherfuckers. #tweet4taiji,3689
1311,"There are only two states in America that have legalized marijuana, and after tomorrow they will be going to the Super Bowl. #ihavespoken",8798
1312,"No, I did not impregnate that Italian nun who just had a baby. She only kneeled for Me, if you know what I mean.",2333
1313,"There’s a supernova exploding in Taurus and a black hole is sucking up the space-time continuum, and you want a pony? I’ll get right on it.",2416
1314,To all the people praying to Me for world peace: you are ADORABLE.,2276
1315,Today is the first day of the rest of your life and you've already screwed it up.,2147
1316,Treat other people the way you would want to be treated if you didn’t have such low self-esteem.,2129
1317,"Justice and love are blind, but injustice and hatred have excellent eyesight.",2181
1318,"In general, the wronger it is, the louder it's shouted.",2418
1319,"Humanity, no matter how torn and conflicted and messed up you may be, for My sake, leave the dolphins out of it. #tweet4taiji",2358
1320,"I'm trying My best not to kill you all, but you make it reeeeeally hard.",2416
1321,Remember Facebook? That was a crazy time.,1912
1322,There is a very good chance you're an idiot.,2107
1323,The reason I don't answer your prayers is I'm not listening because I don't care.,2215
1324,The problem with a lot of people these days is they suck.,2405
1325,"I love each and every one of you like My own son, whom I killed.",4878
1326,Every time you masturbate an angel gets its wings.,2415
1327,"The meaning of life? All I can tell you is that when I first created life, I saw it as having dual aims: a) bitches, and b) money.",1676
1328,Sorry about all this.,1894
1329,"Justin Bieber's home has now been thoroughly searched, but police have uncovered no evidence of talent.",6397
1330,I don't think it's too much to ask that everyone stop acting like idiots.,2962
1331,"""Mysterious ways"" My ass. I just don't give a fuck.",3908
1332,You're the only person allowed to retweet this.,1486
1333,Journalism was a thing once.,2002
1334,"Believe it or not, you're the best I could do.",2748
1335,I'm always surprised by how awful everything is.,1652
1336,When I wrote that homosexuality was an abomination that was before I saw Chris Pine. #hot #GoldenGlobes,3939
1337,When you get to heaven you have to make an acceptance speech and if it goes over 30 seconds you're played off to hell.,2034
1338,Next Sunday: Peyton vs. Satan. #GoBroncos,2718
1339,At the end of a sporting event I’m often surprised by which team it turned out I was rooting for.,2049
1340,"666 is the Number of the Beast, but 24 is the number of the Beast Mode.",2174
1341,If hell exists it's filled with people who spent their lives telling others they were going there.,5137
1342,I think atheists are just playing hard to get.,5254
1343,I'm so fucking wise.,2084
1344,If Lane Kiffin keeps failing upwards like this he's going to end up with My job.,2153
1345,Social media is one of the best things to ever happen to stupidity.,3592
1346,"Within the avian community, flightless birds are widely ostrichized.",2751
1347,"Dammit, I forgot to make Dennis Rodman singing ""Happy Birthday"" to Kim Jong-Un one of the signs of the Apocalypse.",2280
1348,Life is a suicide mission.,2792
1349,"Thanks for the shout-out to Me, alleged rapist!",2647
1350,Sorry Auburn. Your miracle quota was filled.,9639
1351,"#BCSChampionship predictions: Auburn 13, Florida State 10. That's not the score; it's the number of players who actually graduate.",2385
1352,Everybody chill.,2569
1353,"There are certain teams I place a curse on, but not the #Bengals. They just suck.",1679
1354,Retweet this ironically.,1308
1355,"Sunday is the day you tell Me you love Me. Say it. Go on, say it, bitches.",2883
1356,"For the record, I AM a conservative. My son, on the other hand, is a communist.",3356
1357,The NFL playoffs are why I created the universe.,2041
1358,MY MACROSF1 SmiteF2 DamnF3 ForbidF4 Bless AmericaF5 Save queenF6 Only knowF7 Help those who help themselvesF8 GivethF9 Taketh away,4403
1359,I’ve got a finger on Ctrl and another on Alt and I’m thisclose to hitting Del.,2893
1360,"The first thing I said at Creation was not ""Let there be light"" but ""Shit's about to get REAL"".",3148
1361,You know how when you're in sixth grade and you love someone you express it by being mean and throwing rocks at them? That's Me. I love you.,3011
1362,Attention humans: the bad weather will continue until the climate improves.,2220
1363,Retweet this and something good will happen at some point in the near future that you can choose to attribute to having retweeted this.,15720
1364,"That’s right, Oklahoma quarterback! I personally oversaw your upset win tonight! I had nothing better to do!",2226
1365,"What would Jesus do? I dunno. Spout some hippie-dippie shit, probably. I mean I love the kid but let's face it, he's kind of a pussy.",3246
1366,"Some of you say, ""Math is a universal language."" Others say, ""Maths is a universal language."" See, right there: not a universal language.",2056
1367,Here are a Democratic blue crab and a Republican red crab who are married screaming at each other. http://t.co/tcFc0cdgKy,139
1368,Meet the new year. Same as the old year.,1822
1369,"And now a New Year's gift: the alien @YerdNerp debates his archenemy Flerd Glerp on ""No, You Shut Up!"" http://t.co/BlTD77aBgQ",68
1370,MY NEW YEAR'S RESOLUTIONSBe more judgmentalLose twenty galaxies Exorcise moreThink before I smiteSpend more time with JuniorFloss!,3936
1371,Wishing everyone a happy 2015. That's not a typo. I know what's coming next year and no waaaaay is it going to make you happy.,4223
1372,"The Second Amendment grants every American the right to compensate for his tiny, tiny penis.",2721
1373,The things people believe in are unbelievable.,2180
1374,"One-third of Americans don't believe in evolution. Or, evidently, evolving.",2438
1375,"Shit, did I miss Jesus's birthday?",4881
1376,I would have no problem with suicide bombers if they limited it to suicide.,2095
1377,Yep. I hate Jerry Jones.,3015
1378,It's the last Saturday night of the year. Getteth thee some.,1903
1379,"Not only is Phil Robertson a homophobic bigot, but he ripped off My look from ""Monty Python and the Holy Grail"". http://t.co/8oKYvhAKPw",5837
1380,"Happy birthday Stan Lee, from one creation mythologist to another.",2162
1381,I have absolutely no plan for your life.,4112
1382,"I say this every New Year and I never follow through because I get distracted or lazy but I swear, 2014 WILL be the year I kill you all.",4579
1383,Anyone who retweets this is an asshole.,3076
1384,Homophobia is a sacred union between a man and a bible.,4113
1385,"My son is over 2,000 years old and still lives with his parents. #loser",6366
1386,"Jesus is loving his PrayStation 4! So far his favorite games are ""Call of Duty: Holy Ghosts"" and, more surprisingly, ""Killzone"". #greatkid",2741
1387,"Merry Christmas, douchebags.",3435
1388,Justin Bieber's career died for your sins.,5815
1389,WARNING: U.S. radar has detected a mysterious bearded figure bombarding innocent children in the name of religion. #al-Kinda,2197
1390,"""Knock knock.""""Who's there?""""Mary and Joseph.""""No vacancy.""",2084
1391,An old white man in a beard bestowing gifts from the sky? Please.,2955
1392,Spelling errors make baby Jesus crie.,1805
1393,"Toronto, do I even have to TELL you what I'm punishing you for?",3220
1394,"And now an important Christmas message from Stephen Colbert, Elvis Costello, Adam Schlesinger, and with lyrics by Me. http://t.co/ZQz1DG0zL0",314
1395,The problem with rich people is you're not one of them.,2728
1396,Traditional marriage was between a boy's parents and a girl's parents. And maybe some cattle.,2552
1397,All I want for Christmas is you. #ALotScarierWhenISayIt,3800
